product_name,user_name,user_job_title,user_industry,user_company_size,used_years,rating_overall,rating_ease_of_use,rating_customer_support,rating_features_functionality,rating_value_for_money,rating_likelihood_to_recommend,review_title,review_time,software_pros,software_cons,software_overall_experience,software_comments,software_recommendations,product_id
DocuPhase,Charmon B.,Accountant,,,1-2 years,3.0,1.0,2.0,3.0,3.0,5.0,Love the availability to look up documents.,"Mar 30, 2018",Pros: When it works correctly finding the information that you need.  It's not difficult to load in the information as long as each person follows and uses the templates.,Cons: Without proper training you cannot locate the information you are searching for.  A waste of time.  I have done a lot of searches only to keep coming up with search found nothing.  ,,,,5
DocuPhase,DiJuan D.,Global Telecommunications Manager,Oil &amp; Energy,1001-5000 employees,,5.0,5.0,5.0,5.0,5.0,5.0,DocuPhase has been a wonderful solution for our accounts payable team here at Total Safety.,"Mar 29, 2018","Pros: The user interface is the best aspect in my opinion.  I am curious as to how the mobile app will work since I have not installed it on my iPhone yet.  I am excited about the opportunity to use the ""On the go mobile capture feature""",Cons: Troubleshooting desktop browser compatibility issues.  Some of our user base is required to use legacy versions of Internet Explorer on their workstations.  I was told that this is a obstacle which our help desk technicians struggle to overcome.,Overall: Reduction of paper to reduce costs,,,5
DocuPhase,Pam S.,Business Application Developer,Chemicals,1001-5000 employees,6-12 months,3.0,4.0,5.0,3.0,4.0,3.0,Due to our own time/resource constraints along with DocUphase it took a while to actually get moving,"Mar 29, 2018",Pros: I like the process saves from filing invoice and filing space.  Allows the plants to follow their invoices through the process.  Allows the vendors to submit their own (better quality) invoices for quicker and smoother processing.  ,Cons: The search and web base experience is cumbersome and sometimes difficult to work with.  We are not able to see who is currently working on the invoice and whose queue in the invoice is in currently.  We can look at some things in the invoices .  ,Overall: Implemented a variance process and adheres to the approval process.  Allows the vendors to automatically submit their invoices.  Saved us on time and postage mailing/process invoices manually.  ,,,5
DocuPhase,Anubha G.,QA,Health,,6-12 months,4.0,4.0,4.0,4.0,5.0,4.5,It is a very easy to learn tool. It manages all your documents scanning very easily.,"Mar 29, 2018",Pros: 1. Easy to learn.,Cons: 1. Some features are standard which we cannot remove based on our need.,Overall: Lots of benefits... All documents are scanned indexed. Easily searched. No hard copies maintenance is  needed.,,,5
DocuPhase,Sean C.,Business Process Consultant,,,,5.0,5.0,5.0,5.0,5.0,4.5,The most amazing software on the market. Easy to use with first class features.,"Dec 01, 2015",,,,"Comments: Straightforward to implement and use.  Staff with no programming knowledge can make changes to workflows. I can easily capture, secure and share all my documents at the touch of a button. Management info is a breeze to compile. Only positive things to say here. This product has saved us thousands! Thank you ",,5
Ephesoft Transact,sanjay k.,Application Support Engineer,Accounting,51-200 employees,6-12 months,4.0,5.0,5.0,5.0,5.0,4.5,Ephesoft view on users perspective.,"Oct 17, 2018",Pros: * More user friendly,Cons: * Needs to improve GUI a bit.,,,,6
Ephesoft Transact,Jeff J.,Senior Product Manager,Information Services,201-500 employees,2+ years,5.0,5.0,5.0,5.0,5.0,5.0,Terrific Product that keeps getting better,"Nov 12, 2018","Pros: I like the fact that they are continuously improving the product and responding to customer requests to add/improve features. We have partnered with them for about five years at this point, and the improvements they've made to an already solid product have been really impressive.","Cons: I'm really struggling to think of anything of significance at this point. It's a solid, relatively easy to use product, that does its intended task(s) well and it's difficult to ask for more than that.","Overall: We have partnered with Ephesoft for about five years now, and the ability to offer this product to our clients has enabled us to continue to grow and offer solid products to our customers. They have always been very responsive to bugs, and as a result the number of tickets that we've had to log with them has dropped significantly every year, to the point that it's now surprising when we have to log one.",,,6
Ephesoft Transact,Wouter V.,Consultant,Computer Software,11-50 employees,2+ years,4.0,5.0,5.0,5.0,5.0,4.5,Proven solution,"Oct 19, 2018",Pros: Ephesoft Transact is easy to implement and has a very user friendy user interface. ,Cons: Ephesoft Transact has some really usefull settings that can be implemented on application and batch class level. It would be very helpfull if some of the settings on application can be set on batch class level. For instance when importing an e-mail an application setting is to pick up the body yes or no. If we could add this setting per batch class we would could offer a more flexibel approach to our customers.,Overall: Our overall experience is very good. Our company is working with Ephesoft for over 4 years now and implemented the solution with many customers. The way you setup the workflow of Ephesoft is very easy and you can easily add or delete several modules depending on the customers needs. This makes the application a good fit for a large variety of business needs.,,,6
Ephesoft Transact,Dennis C.,Implementation Specialist,Human Resources,201-500 employees,2+ years,2.0,2.0,2.0,2.0,2.0,1.0,"Software works, but when there are issues, hard to find the needed support.","Jul 12, 2018","Pros: Once everything is installed, configured, it runs stable.  The software's primary function does meet expectations, which is to classify documents given that good training images are provided.","Cons: Support is not great.  For issues, I usually end up finding my own fix/solution.  Support is not very knowledgeable and their Dev team doesn't seem to know the fixes to more complex issues/bugs in their software.  Lot of times, only given workarounds instead of permanent fixes to issue.",,,,6
Ephesoft Transact,Guadalupe R.,AP Coordinator,,,1-2 years,4.0,5.0,3.0,5.0,4.0,1.0,Enjoyed the ability to track invoices as they come in for reviewing and validation.,"Feb 23, 2018","Pros: The ability to merge documents, change the type of invoice or backup, and correctly select the proper information before getting approved.",Cons: Hoping on the next update that tracking invoices with issues will be easier to find. Looking forward to all the great changes.,,,,6
Ephesoft Transact,John P.,Director  - BD,Computer Software,11-50 employees,1-2 years,5.0,5.0,5.0,5.0,5.0,4.5,"Robust, modern, easy to maintain and API based integration!","Oct 16, 2018",Pros: I would like to mentions the easy to use interfaces and API based integration with other systems.,Cons: We have no complaints at his moment and if we do have questions Ephesoft support is always there.,"Overall: We implemented Ephesoft as a cloud service serving multiple customers and integrated Ephesoft with our invoice automation software for ERP systems like SAP, Microsoft, Exact, King, Afas and Unit 4. ",,,6
Ephesoft Transact,Verified Reviewer,,Information Services,1001-5000 employees,2+ years,5.0,5.0,5.0,4.0,4.0,4.5,Easy yet powerful,"Oct 16, 2018","Pros: Simple to use the basic functions, yet a power solution. Easy to install and integrate into an enterprise.",Cons: Some functionality that should be standard needs to be scripted,,,,6
Ephesoft Transact,Robert K.,Solution architect,Information Technology and Services,1-10 employees,2+ years,4.0,3.0,4.0,5.0,3.0,3.5,Ephesoft in CEE region,"Dec 19, 2018","Pros: Simplicity, independence, ability to integrate, ability to enhance","Cons: Price is getting higher and higher. Maybe it could be better to divide license to smaller parts. As one customer can really use ~ 10% of ephesoft abilities but must pay 100% of license. There are also regions like Central and East Europe where there is necessary to set up special regional discounts from list prices, as this region is not so reach and all suppliers  are doing special prices for this region.","Overall: OCR / Full text, access to instances for many different groups, .... ",,,6
Ephesoft Transact,Tyler G.,VP,Computer Software,11-50 employees,1-2 years,5.0,5.0,5.0,5.0,5.0,5.0,Ephesoft Transact Review,"Oct 16, 2018",Pros: -offered in the cloud,Cons: I have nothing but positive things to say about the platform.,,,,6
Ephesoft Transact,Peter M.,Application Developer,Information Technology and Services,"10,001+ employees",1-2 years,5.0,5.0,5.0,5.0,5.0,4.0,Great Product!,"Dec 19, 2018","Pros: Ephesoft Transact is a very useful piece of software for document capture and document workflows. The development UI is simple enough that a basic implementation can be set up very quickly as a proof of concept, but also has a lot of more advanced features that can be heavily customized to suit pretty much any use case. Is also more flexible than some of the other similar software I have used.","Cons: The only Con I can think of is that when I first used Ephesoft a few years ago, the documentation wasn't as easy to use as it could have been although Ephesoft have been working on that and it is fairly detailed now. No other cons that I can think of.",,,,6
Ephesoft Transact,Mohamed S.,Solutions Engineer,Computer Software,201-500 employees,6-12 months,5.0,5.0,5.0,5.0,5.0,5.0,Perfect tool for data classification and extraction.,"Oct 16, 2018",Pros: Very easy to train different document types and incredibly intelligent to learn with minimum training. Easy key value extraction training which is very efficient.,Cons: New version of Transact does not retain lazzoed data coordinates like previous versions.,Overall: Transact helps us extract key data points from complex but templated contractual documents with very less manual intervention with highest possible quality.,,,6
Ephesoft Transact,Kevin E.,Marketing Guru,Media Production,1-10 employees,6-12 months,5.0,5.0,5.0,5.0,5.0,5.0,Open Standard Document Classification and Data Extraction Solution,"Sep 06, 2016","Pros: Ephesoft advanced document capture and data extraction solutions help businesses run more efficiently, increase information mobility and respond to changes in a cost effective manner by automatically classifying, separating, sorting and extracting data from documents in paper, fax and electronic formats.","Cons: We were overwhelmed with paperwork. It was costing us time and money. Since this product works on PCs, mobile and tablets it's been great for us.   I would like to see an HTML web scanner solution in addition to the desktop capture.",Overall: This solution has been a sea of change for us. We're moving toward paperless workflow and we've opened doors for scanning on the front end. It's a very positive change.,,Recommendations to other buyers: Definitely take the CBT training.  You'll be up and running in just a couple of days,6
Ephesoft Transact,Aby J.,Technical Sales Manager,Accounting,51-200 employees,6-12 months,5.0,5.0,5.0,5.0,5.0,5.0,Easy to use yet feature rich Document Capture Solution,"Oct 16, 2018",Pros: Ease of use. Learning curve for the end customer is low,Cons: nothing really. the product is fast growing and feature requests are being incorporated in the upcoming builds,Overall: AP Automation,,,6
Ephesoft Transact,Vi D.,ACC010,,,1-2 years,3.0,3.0,3.0,2.0,3.0,3.0,An Okay Product,"Feb 06, 2018","Pros: The review and validation areas are nice. The clicking and highlighter feature is a plus. Only downside is that once you review/validate, it doesn't take you to the next batch. It brings you back to the main page for you to select the next batch to review/validate.","Cons: Editing, updating and setting up changes is difficult and not user-friendly. They direct you to their YouTube page that's filled with IT jargon and not helpful to regular Joe.","Overall: No more paper. That saves you money long term for storage fees, paper fees and saves you space.",,,6
Ephesoft Transact,Stephan T.,System Consultant,Information Technology and Services,"10,001+ employees",1-2 years,5.0,5.0,5.0,5.0,5.0,4.5,As a Partner,"Dec 19, 2018",Pros: Very Good Solution for OCR. A lot of different Options to provide Documents to Ephesoft Transact. ,,,,,6
Ephesoft Transact,Sean N.,Vice President - Client Relationship Management,Computer Software,201-500 employees,1-2 years,5.0,5.0,5.0,4.0,5.0,4.5,Very effective Capture and OCR functionality for AP,"Oct 16, 2018","Pros: I have found the Ephesoft software to be easy to implement and configure, allowing shorter and simpler implementation time.  The architecture required feels lighter and simpler, and the results achieved have been solid.","Cons: I have not specifically encountered any cons.  In my experience, we have not yet scaled this to very high volumes and this would be something we would want to review.  However, overall experience has been positive.",,,,6
Ephesoft Transact,Verified Reviewer,,Hospitality,501-1000 employees,,5.0,4.0,5.0,5.0,5.0,5.0,Excellent,"Oct 23, 2018",Pros: Provide all type of extraction from different type of document,"Cons: The reporting can be improved, currently its bit slow.",Overall: Good,,,6
Ephesoft Transact,Rajan M.,Director,Information Technology and Services,1001-5000 employees,6 months,5.0,5.0,4.0,5.0,4.0,4.0,Great product for Capture 2.0,"Dec 19, 2018",Pros: Much easier to configure and setup vs. some of its competitors.  Supervised machine learning is a huge plus.,Cons: Some features desired by enterprise customers are missing,"Overall: Overall great experience.  Very easy to set up an initial deployment.  Ephesoft team is great -- lots of talent at multiple levels (leadership, sales, engineering, support, etc.).",,,6
Ephesoft Transact,Gustavo S.,GRC Architect and Project Manager,Information Technology and Services,11-50 employees,6 months,5.0,4.0,5.0,5.0,5.0,5.0,Powerful,"Oct 16, 2018",Pros: The speed and general features exceeded my expectations. Ideal for customers with very high volume of documents to be captured.,"Cons: The user interface requires some learning curve, but once the customer gets familiarized with it, it's ok.",,,,6
Square 9 GlobalCapture,Ben E.,Lead Implementaion Consultant,Information Technology and Services,"10,001+ employees",2+ years,4.0,4.0,4.0,3.0,4.0,3.5,This software works pretty well.  We use it company-wide.,"Jun 29, 2017",Pros: Easy to use.  Versioning ability.  It is easy to import and export documents.  I like that up to 1000 documents can be loaded at one time.  Seems to run at the expected speed.  Flexible metadata fields.,Cons: Security is cumbersome to setup.  Not able to handle multiple domains in one version.  The preview window should support more file types.  In line editor sometimes does not Save the changes you make even though you did save them.,Overall: Ability to have a central repository that is version controlled for users to manage documents.,,,7
Square 9 GlobalCapture,Kate G.,Project Manager,,,6 months,3.0,3.0,1.0,3.0,1.0,3.5,more stumbling blocks and pitfalls than any other product,"Dec 20, 2017",Pros: Its User Interface for validation users is so simple and minimum that validation users can't mess up.,"Cons: Support. I've yet to get through to someone on the phone after over a dozen tickets opened, always a voice mail and email, then waiting hours for response.",,,,7
Square 9 GlobalCapture,Tim F.,U.S. Technical Manager,,,6-12 months,4.0,4.0,4.0,4.0,4.0,3.5,I use Global Capture to automate processing of customs forms.,"Jun 23, 2017",Pros: I like it's accuracy compared to other OCR solutions I have used.  It allows me to zone in on problem areas and configure them to find the data I'm looking for as best as possible.,"Cons: I don't like how once something is in the queue, I can't move it up or down in the batch manager.  This is a problem for me when I'm processing a large batch of files and need to test a new workflow or process a priority document.",,,,7
Square 9 GlobalCapture,Guadalupe R.,AP Coordinator,,,1-2 years,4.0,4.0,4.0,4.0,4.0,3.5,"Great features, functions, and feasibility compared to similar products on the market.","Feb 23, 2018",Pros: The customization features greatly meets our needs. Really appreciate the flexibility of the work flows.,Cons: Hoping that increase in database size doesn't slow down the software speed. Hope to see an upgrade/solution soon.,,,,7
Square 9 GlobalCapture,Kim M.,Business Mgr.,Non-Profit Organization Management,51-200 employees,6 months,3.0,2.0,1.0,2.0,2.0,3.5,"Awful, the reseller sold us support and have been awful to work with - very misleading presentation!","Jun 30, 2017",,"Cons: need better resellers and need to test them to make sure they are doing a good job selling, supporting and actually know how to use it with out having to call every question in to your office and we have to wait days to get answers. We use this company for other things but this has really made us loose faith in them. Poor service.",Overall: NA - still in set up mode,,,7
Square 9 GlobalCapture,Keith D.,"VP, IT",Wholesale,51-200 employees,1-2 years,5.0,4.0,3.0,4.0,3.0,3.5,Global Capture 4.5,"Nov 20, 2018","Pros: Once configured and setup, it works solidly.",Cons: It can be difficult to use in conjunction with the other software offerings from Square 9 (Global Search).  Traditional Windows Applications vs Web Based Application and parity between both offerings can tend to cause user confusion.,Overall: We've been able to use GlobalCapture to index and archive all of our payables invoices.,,,7
Square 9 GlobalCapture,Larry H.,RD Manager,,,6 months,4.0,4.0,4.0,4.0,4.0,3.5,Wonderful,"Jun 22, 2017","Pros: Before we start to use GlobalCapture, OCR is just means a software could capture wording from document. Then we found there are lots of incredible application on GlobalCapture. It's really helpful for us to process huge document everyday.",Cons: Maybe it could more easy when doing setup. It still requires lots knowledge and know how then could start to use this software.,,,,7
Square 9 GlobalCapture,Darleen L.,,Non-Profit Organization Management,11-50 employees,6-12 months,4.0,5.0,3.0,5.0,3.0,3.5,Program has glitches when used on server for multi user ,"Nov 14, 2017",Pros: Love the electronic invoicing approval process. Can scan and retain copies of invoices and search for them which makes audit process easier ,Cons: On a server the program loses its connection often. This creates a down time for the business in processing invoices ,Overall: Electronic process of invoices. Invoice retention. Streamline process from Square9 to QuickBooks ,,,7
Square 9 GlobalCapture,Andrew D.,IT Director,,,6-12 months,4.0,4.0,5.0,4.0,4.0,3.5,Design and implement document work flows for multiple departments,"Jun 26, 2017",Pros: The graphic interface is easy to use and quite intuitive.  Easy to follow flows throughout the process,Cons: I have found some confusion in assigning OCR templates to a workflow.  This may be a result of us moving our installation from one server to another,,,,7
Square 9 GlobalCapture,Justin S.,Industrial Sales Coordinator,,,6 months,5.0,4.0,4.0,5.0,3.0,3.5,I am the administrator on our software and it has worked well so far.,"Jun 26, 2017",Pros: The software is easy to use and it flows smoothly. The technical portions of administration are just as easy as the user functions. ,Cons: The security heavy settings are a bit cumbersome and take a lot of attention to make sure they are correct.,,,,7
Square 9 GlobalCapture,Carl W.,Chief Information Officer,,,6 months,3.0,3.0,3.0,3.0,3.0,3.5,"Started out good, but has been very problematic without resolution for the last 7 days.","Jul 20, 2017","Pros: When the software is working, it is accurate, quick and  creates a great efficiency for our company.",Cons: There have been a lot of inconsistencies lately that even the support team can not seem to identify the problem and resolve it.,,,,7
Square 9 GlobalCapture,Jody T.,Office Manager,Non-Profit Organization Management,51-200 employees,1-2 years,4.0,4.0,3.0,3.0,3.0,3.5,"Software is generally easy to use, but mapping and global forms is more complicated than presented.","Jun 30, 2017","Pros: Easy navigation, ease of training other staff through smart search is very nice.  general basic knowledge needed!",Cons: Global forms -- the advanced training we took was rather hard to follow for being new to the system.  Mapping and indexing fields every time a change on form is made.,,,,7
Square 9 GlobalCapture,Lawrence C.,Vice President,Hospitality,201-500 employees,6 months,5.0,3.0,5.0,4.0,4.0,3.5,Great product!,"Jun 23, 2017","Pros: The search feature, and the ability to easily store documents.  Whenever we need a document, it is so easy to search and find files that have been uploaded into the system.","Cons: Uploading files, and 'labeling them'.  It is very cumbersome to take the file (once scanned) and enter the fields into the software.","Overall: Data storage, and the ability to quickly find files.",,,7
ABBYY FlexiCapture,Jordan K.,EDI Manager,Automotive,1001-5000 employees,1-2 years,5.0,4.0,5.0,5.0,5.0,5.0,FlexiCapture is truly the Flexible,"Oct 04, 2016",Pros: Flexibility and removing over 80% of our data-entry.,"Cons: The line-item error messages for item's that we are not using is very annoying, but workable.","Overall: Consolidated Metco choose ABBYY after an extensive review and vetting process.  A review of 14 OCR options ultimately ended with FlexiCapture as the winner.  The ABBYY support offered through UFC is nothing less than THE pinnacle of service.  Our questions, concerns, and mistakes are always met with efficient and well thought solutions.  With the implementation assistance from UFC, we automated the entry of 35,000+ invoices and POs so far in 2016.  Our people that were doing data-entry are now quickly verifying scans and moving onto other tasks.   ",,Recommendations to other buyers: Make sure your partner is UFC and it will be implemented correctly.,8
ABBYY FlexiCapture,Devinder Singh G.,Senior Software Developer,Computer Software,501-1000 employees,1-2 years,5.0,5.0,5.0,5.0,5.0,5.0,Best product to capture the hard copy records to store in system ,"Jul 25, 2018",Pros: Create one template for single type or one typed hardcopy and rest of the work has been done by flexi capture ,Cons: Currently the hardcopy with low ppt cant be recognised 100 percent correct need to do extra effort in that,Overall: Easy to store hard copy result in system. ,,,8
ABBYY FlexiCapture,Verified Reviewer,,Staffing and Recruiting,201-500 employees,6-12 months,4.0,4.0,5.0,4.0,5.0,4.0,Great software that uses OCR to read the contents of a scanned image and then perform some actions ,"Aug 05, 2018",Pros: It enabled the business to save time and money and eliminate a manual process which involved scanning and emailing an invoice to a particular client. It is generally easy to use for staff. Any exceptions or failures could be seen on the verification station and dealt with. ,Cons: If a section in a batch failed verification the the remainder of the batch wouldn't be verified until the failure was cleared. We frequently saw SharePoint related exceptions and they would often require a few retries (send the document back to processing) before the document would go through to SharePoint. ,,,,8
ABBYY FlexiCapture,Jason P.,Manager,,,6 months,5.0,4.0,5.0,5.0,5.0,5.0,Abbyy Flexicapture upgrade / replacement,"Oct 11, 2016",Pros: The flexibility,,,,,8
ABBYY FlexiCapture,Adam A.,IT Helpdesk,,,1-2 years,3.0,2.0,4.0,3.0,3.0,3.0,probably good if you don't have a lot of integration,"Dec 12, 2017",Pros: Takes paper out of the mix.  Easy to get approvals and to do invoice validations again your ERP system.,Cons: Always having slowness issues.  They want you to update the software all the time and you have to do an uninstall/reinstall.,,,,8
ABBYY FlexiCapture,David B.,,,,,4.0,3.0,4.0,5.0,4.0,3.0,Almost limitless scope,"Jan 04, 2017",,,,"Comments: We have been using FlexiCapture standalone for processing a variety of complex donation forms for the last 7 years, and we have been pleasantly surprised by its flexibility.",,8
ABBYY FlexiCapture,Tomasz W.,Client Service Director,Research,51-200 employees,2+ years,5.0,5.0,5.0,5.0,5.0,4.5,FlexiCapture is powerfull tool,"Dec 12, 2016",,,,Comments: FlexiCapture made it easy to scan&amp;recognize 300k of questionnares in a simply and organaizde manner.,,8
ABBYY FlexiCapture,Verified Reviewer,,Computer Software,51-200 employees,6 months,3.0,3.0,2.0,4.0,5.0,3.5,Document data mining,"May 03, 2019","Pros: Application after installation is very user friendly with part of AI, when you correct it, it learnt it :-)",Cons: A little complicated initial setup and run.,Overall: Works as we expect.,,,8
Poimapper,Cristina R.,Field manager,,,6 months,5.0,5.0,4.0,4.0,4.0,4.5,"We made the best out of our work using Poimapper, as it is so easy to use!","Feb 14, 2018",Pros: Poimapper is very intuitive and easy to use. We worked with it practically without consulting tutorials!,Cons: Some improvements could be made in charts and reports to make them editable in Excel or Word. ,"Overall: We could easily store all our forms in one platform, view the progress of our work, make adjustments in the forms and treat the data in a quick and simple way, which otherwise would take us ages to manage!",,,9
Poimapper,Norma P.,VP of Services,,,,5.0,5.0,5.0,5.0,5.0,4.5,PoiMapper is empowering Inovus Solar to power communities,"Aug 12, 2015",,,,"Comments: In order for Inovus LocalSolar projects to be successful, each individual light poles characteristics need to be captured, recorded, and mapped to determine the structural feasibility. By simply using a mobile phone, PoiMapper allows Inovus Solar to quickly record each poles details, take pictures, and map its GPS coordinates. Once the pole details are gathered, the field technician instantaneously uploads the data to the cloud making mobile phones the most powerful tool in the Inovus Solar toolkit.  The program helps eliminate field errors and vastly improved the quality of our data collection process that is critical to our success. Just as important, it has also improved our collaboration between our Engineers and Project Managers giving the team instant access to the data.",,9
Poimapper,David D.,Head of HIV Team,,,,3.0,3.0,5.0,4.0,5.0,4.5,Real potential to be a Programme Management tool,"Aug 19, 2015",,,,"Comments: Poimapper is well known as a datacapture tool and I have been using the product for over 3 years as part of an HIV/maternal health programme in 4 countries in Africa. The product generally works well in terms of datacapture on mobiles (smartphones and Tablets). The newer version includes intelligent logic which is useful, although we have had some data issues when conducting large complex surveys. The main benefit is that the data is stored on the phone as well as the server. The webportal, where data is viewed and can be downloaded, is continually improving. Standard reporting and dashboard facilities, however still need significant improvement. The admin control - creating surveys and administering user permissions - I still find quite difficult to use - not very intuitive and requiring a fast internet connection to work well which is often a challenge in sub-Sahara Africa. What is needed in my opinion for first line Managers is a simple reporting tool that they can easily and routinely access as a monitoring tool. Pajat provide responsive customer service and at our request they have integrated a documents section into our application which is very useful - containing all training and project information. We also separately use a mobile instant messenger (MIM)  application for low cost communication. I do believe the Poimapper application has the potential, by integrating other features such as documents and MIM, to become a full programme management tool, not simply facilitating monitoring and evaluation but also helping to improve ongoing programme management effectiveness.   ",,9
Poimapper,Jinja H.,Project Coordinator,,,,5.0,5.0,5.0,5.0,5.0,4.5,"This software is easy to use, it is versatile and it has many different possibilities. ","Aug 18, 2015",,,,Comments: Reportage in our company before this software has been quite slow and we havent been able to deliver final raportage to our clients enough fast. It might took several days at least to collect every employees report and make it a one whole report where all the numbers and information is in one place. Reportage was also always on paper and it made everything so much difficult and slow.  ,,9
Poimapper,Brenda B.,Social enterpreneur,,,,4.0,4.0,5.0,4.0,5.0,4.5,A versatile and easy-to-use data collection tool,"Aug 07, 2015",,,,Comments: Pro's:,,9
Poimapper,Marc L.,President,,,,5.0,5.0,5.0,5.0,5.0,4.5,Great tool for creating custom data forms for field projects,"Jan 20, 2016",,,,"Comments: Our team at Oceanwide Science Institute uses Poimapper to record a wide range of data during our marine surveys.  The functionality of the software allows us to efficiently collect and process data points in the field. The ability to create customized data forms allows us to capture the information specifically relevant to our project. Poimapper offers the option to automatically upload the data points so they are ready for analysis when we return to the office, which is a significant time saver!  In addition, the program is user friendly and intuitive. Poimapper has worked really well for us and we would recommend the app to anyone looking for an efficient, customizable data collection tool. ",,9
Poimapper,Mika V.,Senior Specialist - ICT4D and Innovation,,,,5.0,4.0,5.0,5.0,5.0,4.5,Excellent tool for mobile data collection in the field ,"Aug 10, 2015",,,,"Comments: Plan International has been using Poimapper for 5 years now and its currently utilized in over 20 countries around the world. The use cases vary from M&amp;E data collection to Rapid Needs Assessment during disasters, program implementation support to pilots in sponsorship data collection. Plan International staff in numerous countries have been very satisfied with Poimapper and thus we are continuously extending its use in our organisation.  Ease of use, reliability, user support and advanced cloud portal make it ideal for our use. Happy to see that also the analysis and reporting side has been updated and improved recently. ",,9
Poimapper,Minna H.,CEO,,,,5.0,5.0,5.0,4.0,5.0,4.5,Real time - real data - real easy,"Aug 17, 2015",,,,Comments: Reporting took too much energy from everyone before.... and it took too much time. Now we know all the time what's going on in every location. ,,9
iCapture,Christopher M.,Trade Show Specialist,Industrial Automation,"5001-10,000 employees",6 months,5.0,4.0,5.0,5.0,5.0,5.0,"From My Initial Phone Inquiry to My Panic Phone Call an Hour Before Show Open, Their Service Was A++","May 25, 2017","Pros: Our sales team is made up of a small group of young, eager college grads and well over a hundred industry veterans, many of whom have worked for our company for 30 years or more.  Contact information collected at trade shows has historically been written on paper and then remained in the hands of the salesman lucky enough to collect it, allowing no way for our corporate team to know if sales could be linked back to any certain show. The iCapture Software provides the PERFECT solution for all of these problems. It's clean look and simple operation offered our older employees an unintmidating experience as they incorporated technology for the first time and it's feature-rich tools and seemingly endless array of customization options engaged even the younger more tech-savvy. One customization option is the ability to create and program your own list of qualifying questions. We formed groups combined with both new and veteran members of our sales team and tasked them with providing the most important questions to ask to determine if each visitor to our booth was a buyer, a browser or not interested in our products. On show site, the ability to scan both badges and business cards meant that the team was able to engage with more booth visitors than in years passed. The numerous options for sorting and distributing the data collected meant that a master file could be maintained at our corporate offices and copies easily sent to the salesperson responsible for capturing it.","Cons: The iCapture software provides so many ways to customize it's proponents to each company's individual needs that it is honestly difficult to find something not to like about it. The only area I struggled a bit with was the photo management system and the struggle was more user created than a software flaw. We wanted to take advantage of the apps ability to push product information instantly via email to customers who request it.  In order to do this for the 29 components we showed, I uploaded a substantial amount of photos and documentation.  When the time came to link possible requests and responses to the pictures and documentation that would be sent, I realized that I should have used the option to create new folders and upload these pieces keeping those needing to be grouped together organized within these folders.  Instead, all of the items I uploaded were now alphabetized in the one main folder and the task of once again grouping the items needing to be sent together became very time consuming.  The software provided a way to keep the items organized but I wasn't clearly presented with this feature nor did I easily find instructions on how to accomplish the task.  This learning curve was in no way enough to alter the way I feel about this amazing software and the outstanding level of customer service that is provided by Ed and the iCapture Team.","Overall: More qualified leads, an organized system for sorting and distributing the leads we did get and the ability to instantly send information to a customer requesting it on show site at a kiosk",,,10
iCapture,Patti C.,Sr Marketing Specialist - Corporate Events,,,6-12 months,5.0,5.0,5.0,4.0,5.0,5.0,iCapture has saved us money and added functionality,"Mar 29, 2017","Pros: Ease of use, cost efficiency",Cons: Does not easily integrate with some shows' scanning systems,"Overall: We have been using iCapture for nearly a year. It is so easy to use! It is very efficient and has saved us money (vs rental of lead retrieval units at events we attend). We are now also able to electronically collect leads at shows that do not offer lead collection systems. In addition, we have successfully integrated iCapture with Eloqua, which we also have integrated with our CRM so leads are automatically added to our system. It has been a huge help in tracking leads  and we can now better determine the value of events we attend. This is a huge win for our marketing team!",,Recommendations to other buyers: I love that we can now integrate with our Marketing Automation  and CRM systems,10
iCapture,ANTONIS D.,Photographer,Photography,1-10 employees,6 months,5.0,5.0,5.0,5.0,5.0,4.5,I use this software for connecting my iPhone into my Mac. Its really useful and easy to use. ,"Mar 10, 2018","Pros: It offers a great range of options to choose and connect what is suitable for you, download, transfer and monitor files from an external device such as card reader, phone, camera and iPad. I really like the design and the tools for a fast and easy transfer of different types of files. ","Cons: Sometimes it crashes because the files might be either big or not suitable with the device. For example, a big mp4 file might be hard to transfer and get it from one device to another. ",Overall: To transfer and store my files easily and safely between different devices. ,,,10
iCapture,Drew K.,Marketing Events Manager,Information Technology and Services,51-200 employees,6-12 months,5.0,4.0,5.0,4.0,5.0,5.0,This product helped save on budget and was so easy to use!,"Jul 18, 2017",Pros: Our team loves that iCapture is integrated with Marketo and the ease of use it was sold us on the product.  Customer Service has been excellent. ,Cons: Maybe in the future the product will expand to name badge printing from a registration standpoint.  That's the only addition we'd like to see. ,Overall: We save on budget throughout the season of events by using this program.  We were also able to capture 4x as many leads with all the licenses that we were able to have with our account. ,,,10
iCapture,Verified Reviewer,,Performing Arts,11-50 employees,6-12 months,4.0,4.0,4.0,4.0,4.0,3.5,A useful tool for data collection and lead generation,"Mar 26, 2018",Pros: The customizability of this product is great - we can make every form capture as unique as our company. ,"Cons: The learning curve for this software is sharp. It takes a while to figure out how the question mapping process works with your marketing automation program, but once you know that, it's easy to duplicate campaigns.",,,,10
